is_hit,is_visualization,is_dash,start_distance,start_delay,pre_delay,mid_delay,post_delay,attack_size,attack_pattern,attack_count
0,1,0,856,0.52,0.577,0.729,0.399,220,2,1
1,1,1,1282,0.456,0.591,0.741,0.408,224,3,2
0,1,0,1288,0.564,0.214,0.341,0.171,188,5,3
1,1,1,955,0.762,0.636,0.398,0.264,199,4,4
1,0,1,772,0.275,0.359,0.152,0.3,197,1,5
0,1,0,1138,0.295,0.568,0.715,0.103,186,2,6
0,0,1,1425,0.39,0.191,0.398,0.231,185,5,12
1,0,0,1397,0.829,0.177,0.1,0.243,219,1,13
1,1,0,668,0.376,0.256,0.356,0.631,196,2,1
0,1,1,889,0.963,0.173,0.428,0.233,200,5,2
0,1,0,807,0.52,0.33,0.443,0.135,222,1,3
0,0,0,1290,0.788,0.12,0.613,0.599,215,4,4
1,1,0,974,0.561,0.285,0.453,0.511,264,3,5
0,1,0,1257,0.521,0.18,0.585,0.307,248,2,6
1,1,0,868,0.398,0.168,0.117,0.176,194,5,7
1,0,0,914,0.654,0.389,0.261,0.336,223,1,8
1,1,1,1389,0.754,0.102,0.116,0.125,219,4,9
0,0,0,1148,0.701,0.153,0.624,0.576,254,3,10
1,0,1,1219,0.729,0.406,0.193,0.576,210,2,11
0,1,0,937,0.887,0.349,0.371,0.479,192,2,1
1,0,0,955,0.769,0.673,0.146,0.419,206,3,2
0,1,1,543,0.467,0.28,0.42,0.198,190,2,14
0,0,1,997,0.372,0.323,0.434,0.348,192,1,15
0,0,0,1430,0.411,0.594,0.659,0.135,191,4,16
1,1,1,1375,0.687,0.317,0.428,0.199,178,5,17
1,0,0,1077,0.909,0.135,0.71,0.477,266,2,1
1,0,1,757,0.434,0.379,0.156,0.349,198,5,2
0,1,0,866,0.383,0.236,0.387,0.362,177,1,3
0,0,0,1053,0.252,0.611,0.726,0.445,181,4,4
1,1,0,1263,0.658,0.175,0.469,0.22,196,3,5
0,1,0,1344,0.282,0.19,0.454,0.492,189,2,6
1,0,0,1378,0.567,0.105,0.324,0.208,218,5,7
1,1,1,1029,0.978,0.163,0.209,0.29,198,1,8
0,1,0,1145,0.619,0.499,0.777,0.658,178,4,9
0,1,1,1446,0.6,0.298,0.859,0.429,273,3,10
0,0,0,1025,0.993,0.266,0.121,0.33,191,2,11
0,0,1,852,0.665,0.355,0.436,0.382,176,3,8
1,1,0,1080,0.934,0.61,0.881,0.557,179,2,9
0,1,0,864,0.558,0.397,0.899,0.599,189,4,1
1,1,1,576,0.436,0.208,0.295,0.345,194,5,2
1,0,0,973,0.692,0.372,0.384,0.667,267,3,3
1,1,0,1056,0.303,0.448,0.415,0.131,264,2,4
1,0,0,1409,0.956,0.216,0.17,0.224,222,1,5
0,0,1,824,0.56,0.312,0.829,0.562,196,4,6
1,1,1,1403,0.429,0.39,0.2,0.312,221,5,7
0,0,1,626,0.212,0.111,0.583,0.229,197,3,8
0,1,0,565,0.463,0.378,0.536,0.42,227,2,9
0,0,1,1013,0.645,0.252,0.342,0.399,209,1,10
0,1,0,846,0.692,0.257,0.759,0.674,212,4,11
0,0,1,861,0.796,0.25,0.204,0.294,176,5,12
0,1,0,556,0.255,0.103,0.24,0.58,235,3,13
0,0,0,964,0.499,0.105,0.817,0.664,193,4,1
0,1,0,501,0.756,0.452,0.755,0.524,233,3,2
1,0,1,529,0.781,0.28,0.177,0.379,208,5,3
1,1,0,676,0.692,0.237,0.387,0.167,178,2,4
1,1,0,1272,0.518,0.168,0.106,0.273,208,1,5
1,0,0,953,0.271,0.276,0.271,0.125,194,4,6
1,1,1,1304,0.395,0.199,0.381,0.215,254,3,7
1,1,0,953,0.669,0.215,0.115,0.192,216,5,8
1,1,0,730,0.384,0.439,0.553,0.186,218,4,1
0,1,0,597,0.619,0.325,0.46,0.264,209,5,2
1,0,0,861,0.224,0.212,0.863,0.406,229,3,3
1,1,0,1133,0.407,0.501,0.263,0.685,207,2,4
0,1,0,874,0.311,0.342,0.211,0.348,202,1,5
1,1,1,691,0.519,0.219,0.497,0.179,203,4,6
1,0,0,675,0.23,0.249,0.355,0.32,212,5,7
0,1,0,1345,0.456,0.117,0.483,0.323,181,5,12
0,1,0,1147,0.804,0.323,0.241,0.139,220,2,13
1,1,0,580,0.434,0.283,0.786,0.56,231,3,14
0,1,0,884,0.67,0.453,0.161,0.283,218,4,1
1,0,0,981,0.823,0.15,0.88,0.663,251,3,2
1,0,0,1050,0.57,0.262,0.117,0.239,214,5,3
1,1,0,696,0.911,0.43,0.886,0.264,204,2,4
1,0,0,609,0.465,0.39,0.124,0.329,210,1,5
0,0,1,1417,0.867,0.684,0.684,0.501,185,4,6
0,1,0,849,0.24,0.187,0.543,0.427,228,3,7
0,1,0,832,0.793,0.178,0.342,0.281,186,5,8
0,0,0,1199,0.821,0.128,0.755,0.171,237,2,9
0,1,0,1288,0.885,0.215,0.393,0.224,179,1,10
1,1,0,1172,0.902,0.166,0.305,0.24,217,4,11
1,0,1,1194,0.927,0.511,0.778,0.336,255,3,12
0,1,0,750,0.734,0.407,0.263,0.384,211,4,6
1,1,0,1226,0.276,0.541,0.235,0.684,196,3,9
1,1,0,846,0.279,0.175,0.41,0.393,200,5,7
1,0,0,1476,0.726,0.676,0.222,0.186,251,2,8
0,0,0,1152,0.764,0.105,0.731,0.278,178,4,1
0,0,1,1057,0.796,0.173,0.277,0.151,178,5,2
1,0,0,746,0.461,0.57,0.681,0.345,175,2,3
1,0,1,1085,0.805,0.191,0.487,0.59,177,3,4
1,1,1,979,0.639,0.121,0.298,0.354,221,1,5
0,1,0,1409,0.385,0.477,0.825,0.542,178,4,6
1,1,0,630,0.603,0.291,0.207,0.355,180,5,7
0,0,1,506,0.234,0.273,0.337,0.122,247,2,8
0,1,0,1370,0.651,0.172,0.41,0.407,214,3,9
0,1,0,875,0.516,0.378,0.425,0.265,175,1,10
1,0,0,551,0.868,0.691,0.405,0.426,181,4,11
0,1,1,1407,0.921,0.587,0.395,0.359,218,4,12
1,1,1,1148,0.715,0.217,0.181,0.216,192,5,13
0,1,0,1096,0.263,0.286,0.531,0.269,193,2,1
1,0,0,1212,0.458,0.421,0.53,0.448,192,4,2
0,0,1,759,0.439,0.121,0.336,0.123,194,5,3
0,0,0,1316,0.548,0.636,0.574,0.347,244,3,4
1,0,0,973,0.247,0.271,0.346,0.326,223,4,1
1,1,0,943,0.355,0.377,0.322,0.255,204,1,5
1,1,1,512,0.717,0.11,0.494,0.355,198,5,2
0,1,1,549,0.954,0.178,0.57,0.165,183,2,6
1,0,0,1144,0.673,0.113,0.213,0.35,242,2,3
1,0,0,1152,0.792,0.408,0.422,0.586,192,4,7
0,0,0,523,0.716,0.572,0.164,0.486,198,3,4
1,1,0,874,0.206,0.282,0.311,0.252,212,1,5
1,0,0,1306,0.806,0.253,0.408,0.355,185,5,8
1,1,0,723,0.595,0.212,0.175,0.572,180,2,6
1,0,0,635,0.623,0.47,0.638,0.592,196,4,7
0,0,0,1208,0.598,0.311,0.242,0.542,247,2,1
1,0,0,1404,0.643,0.229,0.37,0.14,214,5,8
1,0,1,678,0.246,0.224,0.303,0.194,184,4,2
1,0,1,1011,0.314,0.287,0.154,0.475,272,3,9
0,1,0,1374,0.365,0.387,0.48,0.181,182,5,3
0,0,1,618,0.53,0.459,0.687,0.572,193,3,4
1,1,1,832,0.665,0.115,0.174,0.231,207,1,5
0,1,0,1031,0.391,0.242,0.386,0.149,189,2,6
1,1,1,964,0.89,0.12,0.605,0.198,220,4,7
1,1,1,1373,0.314,0.277,0.367,0.213,209,5,8
0,1,1,660,0.347,0.326,0.599,0.376,234,3,9
0,1,1,836,0.821,0.149,0.436,0.315,221,1,10
1,1,0,692,0.203,0.27,0.27,0.181,232,2,11
0,1,1,748,0.342,0.356,0.269,0.379,218,5,3
1,0,0,1126,0.619,0.484,0.613,0.648,211,3,4
1,1,0,1412,0.397,0.337,0.477,0.338,192,1,5
1,1,1,899,0.849,0.306,0.103,0.17,185,2,6
0,0,0,1384,0.684,0.103,0.548,0.525,215,4,7
0,0,0,554,0.296,0.274,0.316,0.334,178,5,8
0,1,1,713,0.653,0.454,0.519,0.669,255,3,9
1,1,0,844,0.81,0.256,0.357,0.332,218,1,10
0,1,1,981,0.441,0.234,0.876,0.442,273,2,11
1,1,0,1442,0.884,0.136,0.384,0.399,220,4,12
1,0,0,1144,0.455,0.239,0.397,0.181,196,2,1
1,1,0,1491,0.52,0.302,0.195,0.232,193,4,2
0,0,1,1149,0.885,0.168,0.248,0.13,190,5,3
0,1,1,858,0.84,0.557,0.392,0.406,272,3,4
0,0,1,1449,0.649,0.25,0.433,0.127,194,1,5
1,0,1,1328,0.429,0.609,0.243,0.657,194,2,5
0,1,0,772,0.823,0.179,0.161,0.354,205,1,6
1,1,1,1057,0.292,0.54,0.734,0.646,250,3,7
0,0,0,1418,0.242,0.119,0.29,0.255,191,5,8
0,0,0,675,0.978,0.241,0.28,0.533,183,4,9
0,1,1,1121,0.975,0.135,0.722,0.537,201,2,10
1,1,0,1263,0.636,0.297,0.162,0.308,213,1,11
1,0,0,1109,0.898,0.232,0.235,0.329,178,1,1
1,0,1,1246,0.208,0.384,0.26,0.466,260,3,2
1,0,1,1040,0.405,0.286,0.173,0.235,208,5,3
1,1,1,887,0.972,0.205,0.435,0.317,219,4,4
1,1,1,503,0.582,0.408,0.491,0.662,240,2,5
1,1,0,519,0.254,0.127,0.125,0.173,216,1,6
0,0,0,1321,0.512,0.626,0.476,0.527,200,2,1
1,1,0,824,0.508,0.275,0.627,0.264,193,4,2
0,1,0,997,0.566,0.379,0.429,0.281,266,3,7
1,1,0,581,0.681,0.155,0.217,0.26,196,1,1
1,1,0,901,0.719,0.635,0.462,0.166,200,3,2
0,1,0,954,0.276,0.235,0.389,0.522,221,4,3
0,1,1,776,0.894,0.133,0.324,0.337,209,5,4
0,1,0,666,0.555,0.65,0.183,0.216,187,2,5
1,1,0,1078,0.215,0.14,0.128,0.138,208,1,6
1,1,1,1333,0.467,0.158,0.635,0.309,230,3,7
1,0,0,1342,0.473,0.112,0.864,0.113,192,4,8
0,0,1,1027,0.435,0.238,0.128,0.347,179,5,9
1,1,1,649,0.701,0.233,0.533,0.164,273,2,10
1,1,0,985,0.803,0.104,0.39,0.345,224,1,1
1,1,0,1053,0.748,0.322,0.314,0.398,190,3,2
0,0,1,1171,0.883,0.128,0.496,0.272,211,5,3
1,0,1,1117,0.841,0.112,0.63,0.436,209,4,4
0,0,1,1354,0.354,0.355,0.266,0.27,186,5,3
1,0,1,1420,0.263,0.19,0.606,0.417,215,4,4
0,1,0,1211,0.307,0.289,0.788,0.194,234,2,5
0,0,0,992,0.308,0.313,0.182,0.457,247,3,6
0,1,0,811,0.895,0.265,0.493,0.129,194,1,7
1,0,0,1278,0.808,0.163,0.489,0.251,194,5,8
1,1,0,1141,0.593,0.561,0.454,0.456,207,4,9
0,0,0,787,0.208,0.409,0.793,0.649,235,2,10
1,1,0,1437,0.641,0.214,0.786,0.541,271,3,11
1,1,0,1497,0.672,0.363,0.434,0.122,199,1,1
1,1,0,828,0.248,0.196,0.243,0.339,270,3,2
0,0,0,551,0.259,0.376,0.492,0.307,192,4,3
0,0,0,874,0.845,0.281,0.286,0.274,182,5,4
0,1,0,560,0.835,0.524,0.388,0.604,254,2,5
1,0,1,852,0.714,0.334,0.403,0.256,223,1,6
0,0,0,618,0.709,0.614,0.764,0.372,246,3,8
0,0,0,1203,0.485,0.602,0.614,0.351,187,2,9
1,0,1,1423,0.708,0.168,0.311,0.289,214,1,10
0,1,0,1348,0.67,0.112,0.161,0.149,187,5,1
1,1,1,1273,0.276,0.584,0.501,0.547,208,4,2
0,1,0,709,0.593,0.607,0.313,0.494,208,3,3
0,1,0,741,0.893,0.307,0.772,0.578,180,2,4
1,0,0,569,0.655,0.147,0.124,0.139,220,1,5
1,1,1,1293,0.224,0.244,0.107,0.174,198,5,6
1,1,0,1330,0.782,0.656,0.663,0.335,200,4,7
1,0,0,693,0.26,0.537,0.464,0.621,217,3,8
0,0,1,1219,0.523,0.419,0.626,0.564,240,2,9
1,0,1,1419,0.606,0.155,0.129,0.385,197,1,10
1,1,0,1049,0.446,0.128,0.64,0.264,268,3,1
1,0,1,704,0.787,0.131,0.32,0.243,191,1,2
1,1,0,887,0.736,0.344,0.301,0.174,221,5,7
0,1,1,1481,0.651,0.208,0.332,0.215,218,5,13
1,1,1,1389,0.448,0.277,0.107,0.169,192,1,14
1,0,1,919,0.324,0.606,0.423,0.229,265,2,15
1,0,1,602,0.281,0.467,0.818,0.395,221,4,16
0,0,1,997,0.663,0.256,0.477,0.132,231,3,17
0,1,1,594,0.214,0.283,0.471,0.116,212,5,18
1,0,1,1475,0.717,0.14,0.5,0.384,190,1,19
0,1,0,529,0.246,0.236,0.314,0.185,208,5,1
1,0,1,1475,0.686,0.144,0.614,0.41,196,4,2
0,1,0,1017,0.759,0.567,0.327,0.617,215,3,3
0,0,1,1467,0.505,0.413,0.875,0.107,185,2,4
1,0,1,1085,0.217,0.135,0.267,0.375,215,1,5
1,1,1,747,0.568,0.273,0.364,0.389,200,5,6
1,0,1,819,0.742,0.622,0.84,0.282,210,4,7
1,0,0,544,0.267,0.313,0.698,0.635,235,3,8
0,1,1,536,0.213,0.508,0.669,0.698,209,2,5
0,0,1,892,0.883,0.426,0.679,0.128,223,4,6
0,0,1,1307,0.514,0.312,0.515,0.564,213,3,7
0,1,0,1096,0.937,0.544,0.714,0.534,244,2,1
0,1,0,614,0.702,0.282,0.342,0.22,200,5,8
1,0,0,923,0.585,0.228,0.224,0.195,216,5,2
0,1,1,808,0.589,0.117,0.476,0.107,204,1,9
0,0,1,634,0.271,0.2,0.474,0.354,195,3,3
0,1,1,1257,0.291,0.335,0.87,0.459,266,2,10
0,0,0,1343,0.661,0.122,0.279,0.582,181,4,4
0,0,0,826,0.258,0.226,0.34,0.347,198,1,5
1,0,1,956,0.259,0.466,0.101,0.428,196,4,11
1,0,1,793,0.933,0.29,0.883,0.182,177,2,6
0,1,1,718,0.749,0.314,0.505,0.199,201,3,12
1,1,0,1059,0.264,0.195,0.669,0.265,216,4,4
1,0,0,992,0.846,0.216,0.136,0.134,212,1,5
1,0,0,1044,0.384,0.439,0.214,0.37,270,2,6
1,1,0,1364,0.48,0.351,0.249,0.188,204,5,7
1,0,0,643,0.375,0.555,0.2,0.666,185,2,1
1,1,1,1488,0.381,0.281,0.484,0.114,184,5,2
0,1,0,1181,0.566,0.147,0.544,0.505,208,4,1
0,1,1,817,0.617,0.384,0.283,0.364,179,3,3
1,0,1,1299,0.661,0.113,0.494,0.697,178,3,2
0,0,0,1064,0.237,0.541,0.653,0.26,199,4,4
0,1,1,794,0.718,0.352,0.406,0.14,224,5,3
1,0,1,708,0.229,0.173,0.109,0.126,224,1,5
0,1,0,1214,0.209,0.167,0.247,0.286,175,1,4
1,0,0,911,0.868,0.235,0.746,0.353,252,2,6
1,1,0,1212,0.957,0.226,0.486,0.197,214,5,7
1,1,0,1467,0.953,0.306,0.352,0.294,194,4,3
1,1,0,508,0.217,0.359,0.136,0.193,196,1,4
1,1,0,948,0.596,0.131,0.12,0.282,187,5,5
1,1,0,510,0.411,0.677,0.382,0.571,207,2,6
1,1,1,938,0.214,0.641,0.882,0.1,260,3,7
1,1,1,1403,0.373,0.539,0.342,0.357,199,4,8
1,0,0,602,0.701,0.242,0.608,0.266,200,4,1
1,0,1,582,0.299,0.394,0.307,0.356,252,3,2
1,0,1,1246,0.258,0.167,0.449,0.186,180,5,3
1,0,0,1402,0.881,0.122,0.29,0.14,196,1,4
1,1,0,536,0.795,0.234,0.892,0.372,201,2,1
1,1,0,527,0.922,0.592,0.445,0.146,243,2,5
0,0,0,652,0.256,0.378,0.431,0.28,189,5,2
1,1,1,786,0.477,0.555,0.853,0.115,219,4,6
1,0,0,667,0.317,0.673,0.474,0.643,215,3,3
1,0,1,758,0.353,0.151,0.399,0.377,196,5,7
0,1,0,1286,0.228,0.598,0.745,0.571,177,2,1
1,1,1,1239,0.847,0.128,0.734,0.352,268,3,2
0,0,1,1059,0.909,0.297,0.218,0.138,192,4,3
0,1,0,942,0.988,0.183,0.351,0.264,175,1,4
1,0,1,1194,0.578,0.244,0.206,0.166,180,5,5
0,1,1,792,0.653,0.486,0.142,0.488,236,2,6
1,1,1,1168,0.744,0.104,0.623,0.648,220,3,7
0,0,1,897,0.529,0.533,0.726,0.684,223,4,8
0,0,1,608,0.703,0.269,0.44,0.317,208,1,9
1,1,0,625,0.833,0.356,0.116,0.287,223,5,10
1,1,1,1200,0.725,0.68,0.721,0.254,186,2,11
1,0,0,1432,0.232,0.198,0.749,0.4,219,3,12
0,1,0,1064,0.451,0.247,0.569,0.496,209,2,1
0,0,1,920,0.948,0.176,0.821,0.63,218,3,2
1,0,0,693,0.681,0.376,0.403,0.372,200,5,8
1,1,0,793,0.543,0.306,0.226,0.134,202,4,9
0,1,0,1028,0.294,0.103,0.198,0.231,202,1,1
1,0,1,1398,0.281,0.145,0.367,0.115,177,5,2
1,1,0,827,0.624,0.36,0.755,0.392,249,2,3
1,1,1,638,0.862,0.108,0.784,0.126,183,3,4
1,0,0,739,0.377,0.197,0.26,0.518,189,4,5
1,0,0,1350,0.489,0.127,0.16,0.251,221,1,6
1,0,0,1068,0.304,0.166,0.262,0.12,197,5,7
1,0,0,746,0.366,0.157,0.42,0.131,222,1,1
1,0,1,581,0.52,0.297,0.355,0.141,218,5,2
1,0,0,680,0.301,0.143,0.718,0.613,259,2,3
1,0,1,820,0.401,0.402,0.751,0.617,260,3,4
0,0,0,801,0.388,0.3,0.657,0.547,203,4,5
1,1,1,989,0.244,0.175,0.42,0.154,196,1,6
0,0,1,610,0.238,0.478,0.212,0.374,269,3,2
0,0,0,1231,0.917,0.15,0.153,0.384,190,4,4
1,1,1,1422,0.989,0.155,0.122,0.677,206,2,5
0,0,1,1127,0.511,0.32,0.166,0.361,208,1,6
0,0,1,976,0.311,0.427,0.153,0.26,183,3,7
0,0,0,1185,0.942,0.163,0.48,0.183,186,5,8
1,0,1,1457,0.36,0.56,0.385,0.674,205,4,9
0,1,1,1017,0.507,0.203,0.619,0.65,191,2,10
1,1,1,924,0.549,0.282,0.433,0.311,223,1,11
1,1,0,1124,0.893,0.142,0.385,0.156,201,1,1
0,0,0,612,0.795,0.155,0.216,0.694,245,3,2
1,0,0,818,0.857,0.279,0.361,0.145,220,5,3
1,0,1,844,0.753,0.276,0.456,0.505,185,4,4
0,0,0,517,0.484,0.302,0.19,0.477,248,2,5
0,1,1,1029,0.537,0.187,0.414,0.301,206,1,6
1,1,1,545,0.819,0.601,0.796,0.452,263,3,7
0,1,1,1397,0.593,0.487,0.392,0.382,227,3,6
1,1,0,1327,0.741,0.138,0.64,0.266,271,2,7
1,1,1,1395,0.213,0.302,0.23,0.389,218,5,8
1,1,0,1108,0.923,0.182,0.266,0.209,191,1,9
0,0,0,573,0.871,0.55,0.755,0.697,261,3,1
1,1,1,1105,0.734,0.332,0.265,0.521,183,2,2
1,0,0,1177,0.72,0.238,0.458,0.161,222,5,3
1,1,0,573,0.359,0.334,0.463,0.14,202,1,4
1,0,1,1139,0.829,0.64,0.411,0.135,224,4,5
1,1,1,950,0.499,0.412,0.723,0.32,271,3,6
0,0,1,1016,0.693,0.63,0.573,0.254,201,2,7
1,1,1,985,0.255,0.349,0.41,0.164,205,5,8
1,0,0,1203,0.703,0.286,0.134,0.11,197,1,1
1,0,1,1297,0.597,0.316,0.167,0.663,259,3,2
1,1,1,645,0.473,0.133,0.484,0.185,216,5,3
1,0,0,784,0.691,0.482,0.661,0.371,237,3,1
1,1,0,870,0.505,0.271,0.427,0.153,260,2,2
1,0,0,694,0.246,0.371,0.361,0.308,220,5,3
0,0,0,1429,0.934,0.255,0.444,0.279,209,1,4
1,1,0,1352,0.862,0.194,0.218,0.321,215,4,5
0,1,0,502,0.505,0.142,0.852,0.249,254,3,6
0,0,0,1315,0.721,0.664,0.156,0.641,182,2,7
0,0,0,955,0.502,0.166,0.408,0.245,185,5,8
0,0,0,1469,0.476,0.258,0.474,0.282,183,1,9
0,1,0,1260,0.356,0.696,0.751,0.626,180,4,10
0,1,0,596,0.754,0.52,0.745,0.537,208,3,1
0,0,1,890,0.82,0.581,0.797,0.444,207,2,2
0,0,1,933,0.728,0.141,0.396,0.174,185,5,3
0,0,0,876,0.938,0.267,0.214,0.104,223,1,4
1,0,0,960,0.416,0.661,0.542,0.32,179,4,5
1,1,0,1147,0.413,0.226,0.702,0.582,196,4,7
0,1,0,877,0.926,0.576,0.151,0.624,261,2,1
1,0,0,945,0.834,0.522,0.703,0.112,216,4,2
1,0,0,1221,0.225,0.209,0.283,0.219,199,5,3
1,1,0,1218,0.48,0.373,0.103,0.617,209,3,4
1,0,0,1437,0.607,0.27,0.446,0.361,180,1,5
1,1,1,973,0.279,0.229,0.387,0.376,192,2,6
0,0,0,1265,0.332,0.415,0.165,0.491,185,4,7
1,0,1,1484,0.862,0.191,0.486,0.323,216,5,8
0,0,0,563,0.21,0.475,0.2,0.369,224,3,1
0,0,0,1055,0.721,0.696,0.23,0.141,258,2,2
0,1,0,1056,0.964,0.396,0.337,0.278,204,5,3
1,1,0,1364,0.41,0.197,0.32,0.174,185,1,4
1,0,0,670,0.613,0.337,0.671,0.63,198,4,5
0,1,1,1441,0.575,0.667,0.828,0.419,192,3,6
1,1,0,876,0.543,0.366,0.633,0.227,191,4,2
1,0,0,1482,0.761,0.155,0.159,0.376,180,5,3
1,0,1,840,0.803,0.532,0.705,0.137,198,3,4
1,1,0,1008,0.233,0.281,0.492,0.203,178,1,5
1,1,1,624,0.927,0.698,0.874,0.658,268,2,6
1,0,0,1392,0.363,0.26,0.472,0.462,183,4,7
1,0,0,1381,0.627,0.475,0.753,0.581,192,2,1
1,1,0,882,0.906,0.259,0.455,0.432,191,4,2
1,1,0,781,0.682,0.252,0.114,0.103,189,5,3
1,1,0,1464,0.659,0.108,0.764,0.162,268,3,4
0,0,0,1029,0.343,0.264,0.241,0.375,210,1,5
1,0,0,529,0.552,0.606,0.539,0.322,242,2,6
0,0,0,626,0.953,0.32,0.312,0.517,274,2,1
